category,question,answer,source
연회비 안내,신용 카드 연회비는 선납이야?,응.,하나카드:22672
교육비,교육비가 등록된 카드를 분실해서 재발급 받으면 어떻게 해야 해?,기존 등록을 취소하고 교육비 카드 등록을 다시 해야 해.,하나카드:22694
승인취소/매출취소 안내,카드 결제가 된 건을 가맹점에서 일방적으로 취소할 수 있어?,응.,하나카드:22678
입금내역 안내,이 카드의 연회비는 다른 카드들에 비해 저렴한가?,"아니요, 이 카드는 2만원으로 다른 카드들에 비해 연회비가 높은 편입니다.",하나카드:22667
매출구분 변경,이미 청구된 일시불 결제 건도 할부로 변경할 수 있어?,평일 기준으로 결제일 하루 전까지는 가능해.,하나카드:22679
한도상향 접수/처리,카드 한도 상향 신청할 때 소득 서류가 없으면 어떻게 해?,소득 서류 없이 심사를 진행해.,하나카드:22708
가상계좌 예약/취소,문자 알림 서비스를 신청하고 카드 사용 내역을 카톡으로 받을 수도 있어?,아니.,하나카드:22689
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처로 상품권을 살 수 있어?,"아니, 상품권은 살 수 없어.",하나카드:22687
가상계좌 예약/취소,가상 계좌를 예약하면 몇 시까지 입금해야 해?,당일 밤 11시 30분,하나카드:22689
선결제/즉시출금,장기 카드 대출을 받은 후 매월 납부하는 금액이 왜 달라져?,매월 원금이 줄어드니까 이자도 줄어들어서 납부 금액이 달라져.,하나카드:22691
한도 안내,"카드 한도 초과인 경우, 일시불이나 할부 이용 금액을 선결제하면 카드를 다시 사용할 수 있어?",응.,하나카드:22686
선결제/즉시출금,카드 이용 대금을 선결제하면 왜 결제 예정 금액보다 줄어들어?,예정 결제일과 선결제일 날짜 차이만큼 수수료가 줄어들어서 그래.,하나카드:22704
단기카드대출 안내/실행,단기 카드 대출의 이율은 몇 %야?,연 16.73%,하나카드:22701
선결제/즉시출금,일시불 사용 금액에 교통 요금이나 자동이체도 포함돼?,응.,하나카드:22704
결제일 안내/변경/취소,카드 대금 결제일을 매월 30일로 할 수 있어?,"아니, 27일이 가장 늦은 날이야.",하나카드:22705
"정부지원 바우처 (등유, 임신 등)","교육 급여 바우처가 461,000원 있는데 컴퓨터 구매로 100만 원을 사용하면 카드 대금으로 얼마나 청구돼?","539,000원",하나카드:22703
포인트/마일리지 안내,신용카드를 해지할 때 적립된 포인트는 어떻게 돼?,결제 계좌로 입금받을 수 있어.,하나카드:22707
한도상향 접수/처리,한도 상향 접수할 때 개인정보를 행정안전부 한국신용정보원 당사에 제공하는 데 동의해야 하는 이유는 뭐야?,"신속한 예비 심사와, 분쟁 해결 민원 처리를 위해서야.",하나카드:22684
오토할부/오토캐쉬백 안내/신청/취소,신용카드 한도가 차량 금액보다 적을 때 어떻게 오토캐시백 혜택을 받지?,은행이 가상계좌를 부여해 차량 결제 가능한 한도를 별개로 만들어준다.,하나카드:22803
포인트/마일리지 안내,카드 포인트 적립 내역은 몇 년간 유효해?,3년,하나카드:22710
서비스 이용방법 안내,포인트 적립 혜택을 받을 수 있는 업종은 무엇이지?,"온라인 쇼핑이나 교통, 커피 업종이다.",하나카드:22800
선결제/즉시출금,출금 명세를 받을 방법은 몇 가지이지?,메일과 팩스 두 가지 방법이 있다.,하나카드:22811
오토할부/오토캐쉬백 안내/신청/취소,신용카드의 차량 구매 한도와 정기 한도는 연동되어 적용되지?,"아니, 별개로 적용돼.",하나카드:22803
한도 안내,"카드 총한도가 2000만 원이고 단기 카드 대출 서비스 한도가 800만 원이면, 2800만 원 쓸 수 있는 거야?","아니, 2000 만원 쓸 수 있어. 총한도에 단기 카드 대출 서비스 한도가 포함돼.",하나카드:22698
선결제/즉시출금,카드 대금 선결제는 어떻게 진행됐지?,손님의 결제 계좌에서 즉시 출금하는 방식으로 진행됐다.,하나카드:22809
승인취소/매출취소 안내,카드 결제 취소 시 취소를 해야 하는 주체는 누구야?,거래처,하나카드:22920
교육비,새로 등록한 카드 정보가 즉시 반영될 수 있나요?,"아니요, 최대 일주일 정도 소요될 수 있습니다.",하나카드:22818
안심클릭/▲▲카드/기타페이 안내,카드 결제 시 결제 카드를 선택한 후 인증은 어떻게 해야 하지?,지문으로 인증하거나 비밀번호로 설정한 숫자 여섯 자리를 누르면 된다.,하나카드:22813
선결제/즉시출금,카드론으로 인해 신용도가 낮아지지 않으려면 어떻게 해야 하지?,카드론을 사용하지 않으면 된다.,하나카드:22825
단기카드대출 안내/실행,"단기 카드 대출을 신청할 때, 문자인증은 어떻게 진행되나요?","상담사가 손님의 핸드폰으로 인증 번호를 전송하면, 손님이 해당 번호를 상담사에게 읽어주는 방식으로 진행됩니다.",하나카드:22816
교육비,스쿨뱅킹 등록의 신청 당사자는 누구야?,고객의 자녀,하나카드:22961
선결제/즉시출금,카드론은 왜 이용할수록 신용도가 낮아지지?,카드론도 일종의 대출이기 때문이야.,하나카드:22825
교육비,스쿨뱅킹을 등록하기 위해서는 신청 정보를 승인받아야 합니까?,"네, 학교 측에 최종 승인받아야 접수가 완료됩니다.",하나카드:22961
선결제/즉시출금,장기 카드 대출의 남은 금액은 얼마인가?,0원,하나카드:23097
"정부지원 바우처 (등유, 임신 등)",교육비 바우처 지원금을 확인하려면 어떻게 해야 해?,해당 카드 고객센터로 문의하면 된다.,하나카드:22826
선결제/즉시출금,"상환이 완료된 후, 이중 출금이 발생하면 환불 처리는 평일 기준 출금 익일에 이루어지나요?",예.,하나카드:23112
"정부지원 바우처 (등유, 임신 등)",바우처 금액 소진 시 정확히 금액을 맞추기 어려운 경우 어떻게 결제해야 해?,복합 결제를 통해 바우처 금액을 먼저 소진한 후 카드로 차액을 결제하면 된다.,하나카드:22826
한도상향 접수/처리,한도 조정 심사가 완료되면 결과에 대해서 전화로 연락이 올까?,"아니, 등록된 휴대전화 문자로 안내될 거래.",하나카드:23077
승인취소/매출취소 안내,대한항공 이용 건 취소 접수가 완료되기까지 보통 얼마나 소요되나요?,평일 기준 2일에서 3일,하나카드:23104
한도상향 접수/처리,한도 상향 심사 결과는 오늘 내일 중으로 연락이 올까?,"응, 문자로 연락이 온대.",하나카드:23103
선결제/즉시출금,대출 철회가 완료되면 취소가 가능해?,"아니, 불가능해",하나카드:23100
장기카드대출 안내,장기 카드론 이용 시 현재 적용되는 금리는 얼마인가?,16.9%,하나카드:23099
매출구분 변경,3개월 할부로 전환한 결제 예정 내역이 몇 건이야?,5건,하나카드:23124
포인트/마일리지 전환등록,소멸되지 않는 마일리지도 있습니까?,"아니요, 마일리지의 유효기간은 5년입니다.",하나카드:23117
일부결제대금이월약정 해지,카드 해지 이후 별도로 연락해서 변경해야 하는 게 뭐죠?,자동 이체 연결 건,하나카드:23109
선결제/즉시출금,대출 상환 후 발생할 수 있는 추가 청구 항목은 무엇인가요?,"후불 교통 요금, 에스엠에스 이용 요금, 자동 이체 미매입 금액이 추후에 청구될 수 있습니다.",하나카드:23112
일부결제대금이월약정 해지,리볼빙 서비스 재신청이 불가할 수 있는 이유는 무엇인가?,매달 이자 선정되어 서명란에 해당하는 손님에 한해서만 진행 가능하기 때문,하나카드:23122
결제일 안내/변경/취소,카드 결제일 변경 후 바로 또 결제일 변경이 가능한가요?,"아니요, 변경 후 특정 일자 이내에는 재변경이 어려울 수 있습니다.",하나카드:23113
선결제/즉시출금,이중 출금을 방지하기 위해선 카드를 해지해야 해?,"아니, 계좌 잔고를 비워둬야 해.",하나카드:23111
쇼핑케어,해당 서비스의 월 이용료는 얼마인가?,월 일정 금액,하나카드:23646
가상계좌 안내,"통장 잔고가 최소 결제 금액보다 많아서, 결제일에 카드대금으로 모두 인출되어 버렸어. 환급 처리가 가능할까?",아니.,하나카드:23120
이용내역 안내,보험료도 재발급받은 카드로 자동이체 되고 있었어?,아니.,하나카드:23651
이용내역 안내,현재 해외 결제 건에 대해 선결제가 가능한가?,"아니요, 아직 매출 접수가 되지 않아 선결제가 불가능합니다.",하나카드:23647
한도상향 접수/처리,카드 한도가 상향되면 현금서비스 한도도 자동으로 상향돼?,"아니, 상향해 달라고 요청해야 해.",하나카드:23672
쇼핑케어,쇼핑케어 서비스는 무료 서비스야?,"아니, 유료 부가서비스야.",하나카드:23646
"정부지원 바우처 (등유, 임신 등)",교육 급여 바우처는 지원받는 금액이 무엇으로 부여돼?,포인트,하나카드:23654
이벤트 안내,쿠팡에서 진행하는 이벤트의 혜택을 받으려면 쿠팡에서 결제한 이력이 있어야 해?,"아니, 없어야 해.",하나카드:23648
승인취소/매출취소 안내,매출 취소 전표는 카드사에 들어가기까지 얼마나 걸려?,"영업일 기준으로 3, 4일 정도 소요된다.",하나카드:23653
승인취소/매출취소 안내,환불 완료 알림을 받은 즉시 카드 결제 내역이 변경되나요?,"아니요, 매출 취소 전표가 접수되는 영업일 기준 3~4일 후에 변경됩니다.",하나카드:23653
교육비,학교 교육비를 카드로 자동 납부 신청하면 처리되기까지 얼마나 걸려?,최대 1주일 정도 소요된다.,하나카드:23657
선결제/즉시출금,장기 카드 대출을 중도에 내가 원하는 금액만큼만 상환할 수 있어?,응.,하나카드:23671
이벤트 안내,부분 부이자 혜택을 받으려면 카드사에 신청해야 해?,"아니, 6, 10, 12개월로 할부 결제 시 자동으로 적용돼.",하나카드:23661
"정부지원 바우처 (등유, 임신 등)",취소된 바우처 금액은 다시 복원될 수 있나요?,"예, 바우처 유효 기간 동안 취소된 금액이 복원될 수 있습니다.",하나카드:23678
이용방법 안내,"카드 유효기간 만료가 다음 주인데, 발급이 중단된 카드면 어떻게 해야 해?","해당 카드는 사용할 수 없고, 새 카드를 발급 받아야 해.",하나카드:23681
한도상향 접수/처리,카드 사용 한도 상향 심사 결과는 어떻게 안내하고 있어?,고객의 휴대폰에 문자로 안내하고 있다.,하나카드:23735
이벤트 안내,쿠팡 한 달 무료 서비스는 어떻게 신청하는 거지?,응모 링크를 통해 들어가서 해당 카드로 등록하여 정기 결제를 하면 된다.,하나카드:23665
"정부지원 바우처 (등유, 임신 등)",바우처 금액으로 인터넷 쇼핑몰에서 물건을 구매할 수 있나요?,"예, 일부 제한 사항이 있지만 인터넷 쇼핑몰에서도 사용 가능합니다.",하나카드:23666
"정부지원 바우처 (등유, 임신 등)",정수기 대금 청구할인을 받으려면 카드 사용 실적 얼마 이상을 충족해야 해?,30만 원,하나카드:23666
도난/분실 신청/해제,체크카드 분실 해지 후에도 일반 결제 기능은 정상적으로 사용할 수 있나요?,"네, 일반적인 결제 기능은 정상적으로 이용 가능합니다.",하나카드:23732
한도상향 접수/처리,공공 마이데이터 서비스를 이용하면 소득 확인을 바로 할 수 있어?,응.,하나카드:23664
포인트/마일리지 안내,포인트가 자동으로 이월되나요?,아니요.,하나카드:23685
이용방법 안내,카드 유효기간이 지날 때까지 그냥 두면 어떻게 돼?,유효기간 만료되어 자동으로 해지돼.,하나카드:23682
